OBSID,LCITY,INCOME,WEEKEND,FEMSEX,ALONE,FREQ_AIR,FREQ_RAIL,IVTT_CAR,IVTT_AIR,IVTT_RAIL,OVTT_AIR,OVTT_RAIL,TCCAR,TCAIR,TCRAIL,chosen
1745,1,70,1,0,1,45,5,347,69,304,123,93,101.27,196.5,79.35,2
1746,1,70,0,0,1,45,5,369,69,304,118,90,110.2,196.5,79.35,2
1747,1,45,0,0,1,45,5,397,69,304,128,105,114.38,196.5,81.35,3
1748,1,70,1,1,1,45,5,397,69,304,128,105,114.38,196.5,81.35,3
1749,1,70,0,1,1,45,5,341,69,304,110,80,102.41,188.5,78.8,2
1750,1,35,1,1,1,45,5,341,69,304,110,80,102.41,188.5,78.8,2
1751,1,45,1,0,0,45,5,341,69,304,110,80,102.41,188.5,78.8,2
1752,1,55,0,0,1,45,5,341,69,304,110,85,102.41,188.5,77.35,2
1753,1,25,0,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1754,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1755,1,15,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1756,1,45,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1757,1,25,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1758,1,31.96,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1759,1,70,1,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1760,1,35,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1761,1,25,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1762,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1763,1,70,1,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1764,1,31.96,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,3
1765,1,70,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1766,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1767,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1768,1,25,0,1,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1769,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1770,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1771,1,70,0,1,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1772,1,70,0,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1773,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1774,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1775,1,70,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1776,1,55,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1777,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1778,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1779,1,35,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1780,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1781,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1782,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1783,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1784,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1785,1,70,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1786,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1787,1,70,0,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1788,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1789,1,55,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1790,1,55,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1791,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1792,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1793,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1794,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1795,1,70,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1796,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1797,1,25,1,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1798,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1799,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1800,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1801,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1802,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1803,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1804,1,55,1,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1805,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1806,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1807,1,15,1,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1808,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1809,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1810,1,45,1,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1811,1,70,1,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1812,1,70,1,1,1,45,5,341,69,285,99,75,102.41,183.75,70.25,2
1813,1,35,0,0,1,45,5,341,69,285,99,75,102.41,183.75,70.25,1
1814,1,55,0,0,0,45,5,341,69,285,99,75,102.41,183.75,70.25,1
1815,1,25,0,0,0,45,5,328,69,304,103,75,100.51,186.5,71.9,3
1816,1,35,1,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,3
1817,1,35,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,3
1818,1,5,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,3
1819,1,70,0,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1820,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1821,1,55,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1822,1,70,0,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1823,1,26.75,0,1,0,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1824,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1825,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1826,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1827,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1828,1,70,0,0,0,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1829,1,15,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1830,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1831,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1832,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1833,1,55,1,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1834,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1835,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1836,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1837,1,70,1,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1838,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1839,1,25,1,1,1,45,5,328,69,304,103,75,100.51,186.5,71.9,2
1840,1,35,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,1
1841,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,1
1842,1,70,0,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,1
1843,1,70,1,0,1,45,5,328,69,304,103,75,100.51,186.5,71.9,1
1844,1,70,0,0,1,45,5,335,69,304,106,70,101.46,187.15,71.35,2
1845,1,70,1,0,1,45,5,335,69,304,106,70,101.46,187.15,71.35,2
1846,1,70,1,1,1,45,5,335,69,304,106,70,101.46,187.15,71.35,2
1847,1,70,1,0,0,45,5,335,69,304,106,70,101.46,187.15,71.35,2
1848,1,70,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1849,1,45,0,1,1,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1850,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1851,1,45,0,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1852,1,45,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1853,1,23.2,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1854,1,70,0,1,1,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1855,1,70,1,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1856,1,70,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1857,1,70,1,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1858,1,35,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1859,1,70,1,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1860,1,35,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1861,1,5,1,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,3
1862,1,70,0,1,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1863,1,70,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1864,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1865,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1866,1,45,0,1,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1867,1,55,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1868,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1869,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1870,1,70,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1871,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1872,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1873,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1874,1,70,0,1,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1875,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1876,1,70,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1877,1,45,0,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1878,1,25,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1879,1,35,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1880,1,70,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1881,1,55,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1882,1,70,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1883,1,70,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1884,1,35,1,1,0,45,5,335,69,304,103,62,101.46,193.05,69.35,2
1885,1,35,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1886,1,45,0,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1887,1,70,0,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1888,1,70,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1889,1,70,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1890,1,70,1,0,1,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1891,1,15,1,0,0,45,5,335,69,304,103,62,101.46,193.05,69.35,1
1892,1,70,0,0,0,45,5,335,69,304,113,75,101.46,193.6,70.35,2
1893,1,45,1,0,1,45,5,335,69,304,108,77,101.46,194.5,70.85,3
1894,1,55,0,1,1,45,5,335,69,304,108,77,101.46,194.5,70.85,2
1895,1,35,0,0,1,45,5,335,69,304,108,77,101.46,194.5,70.85,1
1896,1,45,1,1,1,45,5,341,69,304,118,80,102.41,196.1,72.35,2
1897,1,70,0,0,1,45,5,292,69,304,138,140,88.73,196.5,75.35,2
1898,1,70,0,0,1,45,5,292,69,304,138,140,88.73,196.5,75.35,2
1899,1,45,0,0,0,45,5,361,69,304,108,85,108.68,192.8,73.2,3
1900,1,70,1,0,1,45,5,341,69,304,112,80,104.12,192.5,71.35,3
1901,1,70,1,0,1,45,5,341,69,304,112,80,104.12,192.5,71.35,2
1902,1,45,0,0,1,45,5,336,69,304,116,80,102.79,192.85,72.85,3
1903,1,70,0,1,1,45,5,336,69,304,116,80,102.79,192.85,72.85,3
1904,1,70,0,0,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1905,1,70,0,1,0,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1906,1,70,0,0,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1907,1,70,0,1,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1908,1,23.2,0,1,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1909,1,70,1,0,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1910,1,70,1,0,0,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1911,1,70,1,0,1,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1912,1,70,1,0,0,45,5,336,69,304,116,80,102.79,192.85,72.85,2
1913,1,25,1,1,0,45,5,379,69,304,108,89,114.19,187.8,73.35,2
1914,1,70,0,1,1,45,5,302,69,285,111,78,92.15,190.3,72,3
1915,1,70,1,0,1,45,5,302,69,285,111,78,92.15,190.3,72,2
1916,1,70,0,0,1,45,5,375,69,304,153,120,115.33,196.5,77.35,2
1917,1,45,0,0,0,45,5,409,69,304,158,125,123.12,191,79.35,2
1918,1,70,0,0,1,45,5,409,69,304,158,125,123.12,191,79.35,2
1919,1,5,1,1,0,4,2,461,84,507,91,60,141.93,213.9,99.5,3
1920,1,70,1,1,0,4,2,461,84,507,91,60,141.93,213.9,99.5,2
1921,1,25,1,1,1,4,2,465,84,534,99,68,142.5,214.9,100.05,3
1922,1,70,1,1,0,4,2,465,84,534,99,68,142.5,214.9,100.05,3
1923,1,35,1,1,1,4,2,465,84,534,99,68,142.5,214.9,100.05,3
1924,1,45,0,0,1,4,2,465,84,534,99,68,142.5,214.9,100.05,2
1925,1,70,0,0,1,4,2,465,84,534,99,68,142.5,214.9,100.05,2
1926,1,35,1,1,0,4,2,465,84,534,99,68,142.5,214.9,100.05,2
1927,1,70,1,0,0,4,2,465,84,534,99,68,142.5,214.9,100.05,2
1928,1,55,1,0,1,4,2,465,84,534,99,68,142.5,214.9,100.05,2
1929,1,25,0,0,0,4,2,582,84,534,103,80,169.29,222.9,103.75,2
1930,1,55,0,0,0,45,5,424,69,304,153,125,130.53,196.5,79.35,2
1931,1,35,0,1,0,45,5,414,69,304,143,115,125.97,196.5,75.35,1
1932,1,35,0,1,0,45,5,379,69,304,138,110,114.19,193.1,74.35,2
1933,1,45,0,0,0,45,5,379,69,304,138,110,114.19,193.1,74.35,2
1934,1,25,0,1,1,45,5,357,69,304,123,95,109.25,196.5,79.35,3
1935,1,55,0,0,1,45,5,380,69,304,128,95,114.95,196.5,79.35,2
1936,1,70,1,0,1,45,5,419,69,304,163,125,127.87,196.5,79.35,3
1937,1,70,1,0,1,4,2,473,84,534,98,80,143.26,214.9,103.75,2
1938,1,70,0,0,0,4,2,636,84,534,103,120,181.83,222.9,105.75,2
1939,1,45,1,0,1,4,2,636,84,534,103,120,181.83,222.9,105.75,2
1940,1,70,0,0,1,25,12,193,40,120,135,126,43.13,129.4,47,1
1941,1,45,0,0,1,36,3,285,58,263,85,75,80.18,153.5,64.4,2
1942,1,70,0,0,0,45,5,348,69,285,86,76,103.36,174.15,72.1,2
1943,1,35,1,0,1,45,5,341,69,304,90,63,102.41,183.45,71.2,2
1944,1,15,0,0,0,45,5,420,69,304,130,116,126.92,186.9,77.2,3
1945,1,70,1,0,0,36,3,287,58,263,95,89,80.56,153.5,63.9,3
1946,1,70,0,0,1,36,3,287,58,263,95,89,80.56,153.5,63.9,2
1947,1,70,0,0,0,36,3,287,58,263,95,89,80.56,153.5,63.9,2
1948,1,70,0,0,1,36,3,287,58,263,95,89,80.56,153.5,63.9,2
1949,1,55,0,1,0,36,3,294,58,263,100,95,81.51,159.9,66.9,2
1950,1,55,0,0,0,45,5,350,69,304,107,95,103.74,178.9,80.15,1
1951,1,35,0,0,1,45,5,337,69,304,100,90,101.84,176.9,73.25,2
1952,1,25,0,0,1,45,5,343,69,304,100,77,102.79,183.45,70.7,3
1953,1,45,0,0,1,45,5,394,69,304,130,115,110.01,186.9,80.7,2
1954,1,55,0,0,1,6,5,149,60,109,114,100,40.09,152.75,42.7,1
1955,1,35,0,0,1,6,5,149,60,109,114,100,40.09,152.75,42.7,1
1956,1,45,1,0,0,6,5,149,60,109,114,100,40.09,152.75,42.7,1
1957,1,55,0,0,1,6,2,117,60,96,124,90,31.92,152.75,38.1,1
1958,1,70,0,1,1,6,5,126,60,109,114,90,34.77,152.75,40.5,3
1959,1,35,1,1,1,6,5,126,60,109,114,90,34.77,152.75,40.5,3
1960,1,70,0,0,1,6,5,126,60,109,114,90,34.77,152.75,40.5,1
1961,1,15,1,0,1,6,5,126,60,109,114,90,34.77,152.75,40.5,1
1962,1,70,1,0,0,6,5,126,60,109,114,90,34.77,152.75,40.5,1
1963,1,25,0,1,0,6,8,163,60,148,82,90,46.74,149.9,47.4,3
1964,1,55,0,1,1,6,8,163,60,148,82,90,46.74,149.9,47.4,3
1965,1,70,1,1,0,6,8,163,60,148,82,90,46.74,149.9,47.4,3
1966,1,70,1,1,1,6,8,163,60,148,82,90,46.74,149.9,47.4,3
1967,1,70,0,0,1,6,8,163,60,148,82,90,46.74,149.9,47.4,2
1968,1,70,0,0,1,6,8,163,60,148,82,90,46.74,149.9,47.4,1
1969,1,55,0,0,1,6,8,163,60,148,82,90,46.74,149.9,47.4,1
1970,1,35,0,0,0,6,8,163,60,148,82,90,46.74,149.9,47.4,1
1971,1,55,0,0,1,6,8,163,60,148,82,90,46.74,149.9,47.4,1
1972,1,45,1,0,1,6,8,163,60,148,82,90,46.74,149.9,47.4,1
1973,1,55,1,0,1,6,8,196,60,148,104,103,52.63,152.75,49.9,1
1974,1,55,0,0,1,36,5,210,58,190,154,85,61.75,171.35,57.7,1
1975,1,70,1,0,1,36,5,210,58,190,154,85,61.75,171.35,57.7,1
1976,1,70,0,1,0,36,8,227,58,148,119,120,65.55,167.95,54.9,1
1977,1,25,0,1,1,36,3,269,58,238,144,85,79.99,171.35,54.3,1
1978,1,70,0,0,1,36,3,269,58,238,144,85,79.99,171.35,54.3,1
1979,1,70,0,0,0,36,3,269,58,238,144,85,79.99,171.35,54.3,1
1980,1,70,1,0,1,36,3,269,58,238,144,85,79.99,171.35,54.3,1
1981,1,70,0,0,1,36,3,310,58,238,144,110,91.01,171.35,58.3,2
1982,1,70,1,0,1,36,3,251,58,223,127,90,67.07,161.95,61.7,2
1983,1,29.11,0,0,1,36,3,251,58,223,127,90,67.07,161.95,61.7,1
1984,1,70,0,0,1,36,3,251,58,223,127,90,67.07,161.95,61.7,1
1985,1,55,0,0,1,36,3,263,58,263,109,110,74.67,166.35,66.9,2
1986,1,25,0,1,0,36,3,263,58,263,109,110,74.67,166.35,66.9,1
1987,1,70,0,1,1,36,3,283,58,263,99,110,74.29,163.35,66.9,2
1988,1,70,0,1,0,36,3,283,58,263,99,110,74.29,163.35,66.9,2
1989,1,70,0,0,0,36,3,283,58,263,99,110,74.29,163.35,66.9,2
1990,1,35,0,0,1,36,3,283,58,263,99,110,74.29,163.35,66.9,2
1991,1,70,0,0,1,36,3,283,58,263,99,110,74.29,163.35,66.9,2
1992,1,25,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,3
1993,1,35.22,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,3
1994,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
1995,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
1996,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
1997,1,55,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
1998,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
1999,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2000,1,45,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2001,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2002,1,35,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2003,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2004,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2005,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2006,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2007,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2008,1,35.22,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2009,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2010,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2011,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2012,1,35,0,1,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2013,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2014,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2015,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2016,1,70,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2017,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2018,1,35,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2019,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2020,1,35.22,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2021,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2022,1,55,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2023,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2024,1,25,0,1,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2025,1,35,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2026,1,35,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2027,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2028,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2029,1,70,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2030,1,70,0,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2031,1,70,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2032,1,70,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2033,1,55,1,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2034,1,70,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2035,1,70,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2036,1,55,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2037,1,25,1,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2038,1,35,1,1,1,36,3,289,58,263,94,99,80.75,159.95,64.9,2
2039,1,70,0,0,0,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2040,1,45,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2041,1,35,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2042,1,25,0,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2043,1,35,1,0,1,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2044,1,70,1,1,0,36,3,289,58,263,94,99,80.75,159.95,64.9,1
2045,1,45,0,0,1,36,3,303,58,263,94,100,82.65,161.35,66.6,3
2046,1,55,0,0,1,36,3,303,58,263,94,100,82.65,161.35,66.6,2
2047,1,32.97,1,0,0,36,3,303,58,263,94,100,82.65,161.35,66.6,2
2048,1,55,0,0,0,36,3,296,58,263,99,105,81.7,166.35,67.9,2
2049,1,70,0,0,0,36,3,296,58,263,99,105,81.7,166.35,67.9,2
2050,1,70,0,0,1,36,3,296,58,263,99,105,81.7,166.35,67.9,2
2051,1,45,1,0,1,36,3,296,58,263,99,105,81.7,166.35,67.9,2
2052,1,45,0,1,1,36,3,464,58,263,129,135,120.46,166.35,68.9,3
2053,1,70,0,1,0,45,5,358,69,304,119,118,102.79,193.35,81.7,2
2054,1,25,1,0,1,45,5,358,69,304,119,118,102.79,193.35,81.7,2
2055,1,70,1,0,1,45,5,408,69,304,124,130,115.9,193.35,83.7,2
2056,1,55,1,0,1,45,5,408,69,304,124,130,115.9,193.35,83.7,2
2057,1,70,0,0,1,45,5,352,69,304,106,105,103.93,185.35,81.15,2
2058,1,35,0,1,0,45,5,352,69,304,106,110,103.93,185.35,79.7,2
2059,1,55,1,0,1,45,5,352,69,304,106,110,103.93,185.35,79.7,2
2060,1,70,0,1,0,45,5,352,69,285,95,100,103.93,180.6,72.6,3
2061,1,35,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,3
2062,1,55,1,0,0,45,5,352,69,285,95,100,103.93,180.6,72.6,3
2063,1,70,0,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2064,1,70,0,0,0,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2065,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2066,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2067,1,70,0,1,0,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2068,1,35,0,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2069,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2070,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2071,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2072,1,45,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2073,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2074,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2075,1,70,0,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2076,1,55,0,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2077,1,70,0,0,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2078,1,70,1,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2079,1,45,1,1,1,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2080,1,35,1,0,0,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2081,1,35,1,0,0,45,5,352,69,285,95,100,103.93,180.6,72.6,2
2082,1,70,0,0,0,45,5,352,69,285,95,100,103.93,180.6,72.6,1
