CASE,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,VEHWRK,POPDENS,MALE,AGE,AGE45,HIGHINC,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR
313,1,0,3,0,0,1,0.2982,3,1,20.57,1,31,0,0,1.4,1,0.33333,5.25,1.68,1.25,0.41667,2.62,0.76,1.79,0.59667,0.75
314,1,0,3,0,0,1,0.2982,4,0.5,14.81,1,30,0,0,1.8,0.9,0.225,5.35,2.09,1.15,0.2875,2.68,0.82,1.87,0.4675,1.25
315,1,0,3,0,0,1,0.2982,2.1,0.5,57.95,0,38,0,1,0.8,0.8,0.38095,3.89,1.03,1.03,0.49048,1.94,1.03,1.03,0.49048,0.5
316,1,0,3,0,0,1,0.2982,2.2,0.5,57.95,0,38,0,1,1.3,0.8,0.36364,3.9,1.57,1.04,0.47273,1.95,1.1,1.38,0.62727,0.5
317,1,0,1,1,0,0,0.2982,2.2,0.5,57.95,0,38,0,1,0.7,0.8,0.36364,3.9,0.92,1.04,0.47273,1.95,0.96,1.88,0.85455,0.5
318,1,0,3,0,0,1,0.2982,2.2,0.5,57.95,0,38,0,1,0.7,0.8,0.36364,3.9,0.92,1.04,0.47273,1.95,0.97,1.73,0.78636,0.5
319,1,0,1,1,0,0,1.8362,5.1,1,51.32,1,43,0,1,1.6,0.8,0.15686,0.5,1.9,1.03,0.20196,0.25,2.76,3.28,0.64314,1.25
320,1,0,3,0,0,1,0.2982,3.1,1,41.67,1,31,0,0,1,1,0.32258,3.98,1.29,1.29,0.41613,1.99,1.29,1.43,0.46129,0.5
321,1,0,2,0,1,0,0.2982,3.4,1,41.67,1,31,0,0,1.2,1,0.29412,4.01,1.46,1.25,0.36765,2.01,0.92,2.25,0.66176,0.75
322,1,0,1,1,0,0,1.8362,1.4,0.5,82.83,0,32,0,0,0.8,0.9,0.64286,0.14,1.04,1.15,0.82143,0.07,0.52,2,1.42857,0.75
323,1,0,1,1,0,0,0.6426,15.5,1,59.57,0,40,0,0,2.2,0.4,0.02581,1.52,2.74,0.56,0.03613,0.76,4.17,4.38,0.28258,2.4
324,1,0,1,1,0,0,0.6426,21.6,0.3,43,1,54,1,0,2.6,0.4,0.01852,2.12,3.23,0.56,0.02593,1.06,5.12,5.07,0.23472,3.5
325,1,0,1,1,0,0,0.6426,21.1,0.3,43,1,54,1,0,3.1,0.4,0.01896,2.07,3.46,0.63,0.02986,1.03,5.05,5.12,0.24265,3.5
326,1,0,3,0,0,1,0.2982,3.4,1,20.57,0,23,0,0,1.3,0.9,0.26471,4.01,1.57,1.14,0.33529,2.01,0.95,1.15,0.33824,0.75
327,1,0,1,1,0,0,0.6426,1.9,0.8,46.52,1,30,0,0,1,0.9,0.47368,0.19,1.25,1.15,0.60526,0.1,0.72,1.99,1.04737,0.75
328,1,0,1,1,0,0,0.6426,2.6,0.8,46.52,1,30,0,0,0.9,0.9,0.34615,0.25,1.16,1.16,0.44615,0.12,0.72,2.01,0.77308,0.75
329,1,0,1,1,0,0,0.2982,5.1,0.5,10.16,1,73,1,0,1.2,0.4,0.07843,0.55,1.46,0.59,0.11569,0.28,1,2.08,0.40784,0.5
330,1,0,1,1,0,0,0.2982,2.7,1,60.53,1,27,0,0,1.3,0.8,0.2963,2.4,1.57,1.03,0.38148,1.2,1.13,2.26,0.83704,0.75
331,1,0,3,0,0,1,0.2982,3.4,1,52.08,1,31,0,0,1.1,0.8,0.23529,3.26,1.41,1.04,0.30588,1.64,0.76,1.19,0.35,0.75
332,1,0,1,1,0,0,1.8362,16.3,1,51.32,1,46,1,0,3.1,0.7,0.04294,1.6,3.52,0.92,0.05644,0.8,5.56,4.1,0.25153,1.75
333,1,0,1,1,0,0,0.2982,4.6,0.5,67.41,0,33,0,0,1.5,1,0.21739,1.2,1.89,1.29,0.28043,0.61,1.84,2.24,0.48696,1.25
334,1,0,3,0,0,1,0.2982,2.3,0.3,59.57,1,44,0,0,0.8,0.9,0.3913,3.91,1.04,1.16,0.50435,1.96,0.64,1.67,0.72609,0.5
335,1,0,3,0,0,1,0.2982,2.3,0.3,59.57,1,44,0,0,0.8,0.9,0.3913,3.91,1.04,1.16,0.50435,1.96,0.49,1.83,0.79565,0.5
336,1,0,1,1,0,0,1.8362,3.8,1,74.9,1,27,0,0,1.3,0.5,0.13158,2.37,1.57,0.7,0.18421,1.18,4.03,3.58,0.94211,1.25
337,1,0,3,0,0,1,0.2982,1.6,1,74.9,0,23,0,0,0.7,0.7,0.4375,3.09,0.92,0.92,0.575,1.55,0.42,1.56,0.975,0.75
338,1,0,1,1,0,0,0.2982,2.7,0.5,43.9,1,43,0,0,1.1,0.7,0.25926,2.11,1.35,0.92,0.34074,1.06,2.8,2.17,0.8037,0.5
339,1,0,2,0,1,0,0.2982,2.7,0.5,43.9,1,43,0,0,1.2,0.7,0.25926,2.11,1.46,0.94,0.34815,1.06,2.16,1.5,0.55556,0.5
340,1,0,1,1,0,0,0.6426,9.6,1,100.53,1,27,0,0,2,0.6,0.0625,0.94,2.5,0.8,0.08333,0.47,0.95,2.54,0.26458,2.5
341,1,0,1,1,0,0,0.6426,9.6,1,100.53,1,30,0,0,2,0.6,0.0625,0.94,2.5,0.8,0.08333,0.47,0.95,2.54,0.26458,2.5
342,1,0,1,1,0,0,0.2982,6.4,0.5,8.63,0,48,1,0,2.4,0.8,0.125,1.38,2.72,1.04,0.1625,0.7,1.75,1.15,0.17969,0.75
343,1,0,3,0,0,1,0.2982,6.6,0.5,8.63,0,48,1,0,1.7,0.8,0.12121,1.4,2.14,1.04,0.15758,0.71,1.77,1.34,0.20303,0.75
344,1,0,3,0,0,1,0.2982,2.9,0.5,19.98,0,60,1,0,1,0.9,0.31034,5.24,1.25,1.15,0.39655,2.62,1.17,1.57,0.54138,0.5
345,1,0,1,1,0,0,1.8362,2.4,1,56.27,0,32,0,0,0.8,0.8,0.33333,0.24,1.04,1.04,0.43333,0.12,1.25,2.99,1.24583,0.5
346,1,0,1,1,0,0,1.8362,2.1,1,56.27,0,32,0,0,0.8,0.8,0.38095,0.21,1.03,1.03,0.49048,0.1,1.09,2.99,1.42381,0.5
347,1,0,1,1,0,0,0.2982,1,0.5,9.26,0,29,0,0,0.3,0.6,0.6,0.1,0.52,0.84,0.84,0.05,0.75,1.42,1.42,1
348,1,0,1,1,0,0,0.2982,9.4,0.5,14.79,0,51,1,0,1.7,0.6,0.06383,0.93,2.14,0.8,0.08511,0.47,2.85,3.14,0.33404,1.75
349,1,0,1,1,0,0,0.2982,5.7,0.5,14.79,1,24,0,0,1.6,0.7,0.12281,0.78,2.02,0.92,0.1614,0.39,1.45,2.8,0.49123,1.25
350,1,0,1,1,0,0,0.2982,1.6,1,41.67,1,35,0,0,0.6,1,0.625,0.91,0.8,1.29,0.80625,0.46,1.03,1.27,0.79375,0.5
351,1,0,3,0,0,1,0.2982,1.5,1,41.67,1,35,0,0,0.6,1,0.66667,0.9,0.8,1.29,0.86,0.45,0.67,1.58,1.05333,0.5
352,1,0,1,1,0,0,1.8362,16.6,0.5,36.22,0,52,1,1,2.9,0.8,0.04819,3.38,3.3,1.03,0.06205,1.51,5.22,6.86,0.41325,3.15
353,1,0,3,0,0,1,0.2982,4.4,1,7.78,0,21,0,0,2,1,0.22727,3.36,2.33,1.25,0.28409,1.68,0.98,1.49,0.33864,0.75
354,1,0,1,1,0,0,1.8362,5.5,2,44.34,0,46,1,1,1.4,0.9,0.16364,0.74,1.68,1.14,0.20727,0.37,1.03,3.92,0.71273,0.75
355,1,0,1,1,0,0,0.2982,6.5,0.5,84.67,0,63,1,0,1.7,0.5,0.07692,0.69,2,0.7,0.10769,0.35,3.83,3.62,0.55692,1.25
356,1,0,1,1,0,0,0.2982,6.5,0.5,84.67,0,63,1,0,1.7,0.5,0.07692,0.64,2.14,0.68,0.10462,0.32,2,2.67,0.41077,1.85
357,1,0,1,1,0,0,0.2982,3.3,0.5,27.83,1,31,0,1,1.4,0.8,0.24242,0.99,1.67,1.04,0.31515,0.5,2.59,2.14,0.64848,1
358,1,0,1,1,0,0,0.6426,1.6,0.5,27.83,0,31,0,1,0.8,0.8,0.5,0.16,1.04,1.04,0.65,0.08,0.56,1.36,0.85,0.75
359,1,0,1,1,0,0,1.8362,1.1,0.5,70.53,0,47,1,0,0.5,0.7,0.63636,0.11,0.7,0.92,0.83636,0.06,0.54,1.47,1.33636,0.5
360,1,0,1,1,0,0,1.8362,1.3,1,10.32,0,49,1,0,0.4,0.7,0.53846,0.13,0.63,0.94,0.72308,0.07,0.25,1.17,0.9,0.5
361,1,0,1,1,0,0,1.8362,1,1,10.32,0,49,1,0,0.4,0.7,0.7,0.1,0.56,0.92,0.92,0.05,0.22,1.47,1.47,0.5
362,1,0,1,1,0,0,1.8362,1.5,1,10.32,0,49,1,0,0.4,0.7,0.46667,0.15,0.56,0.92,0.61333,0.07,0.27,1.47,0.98,0.5
363,1,0,1,1,0,0,1.8362,1.4,1,44.34,1,38,0,0,1.4,0.6,0.42857,0.14,1.77,0.8,0.57143,0.07,3.73,2.39,1.70714,1.25
364,1,0,1,1,0,0,1.8362,4.9,1,77.7,0,27,0,0,1.6,0.5,0.10204,0.48,1.9,0.7,0.14286,0.24,2.57,3.48,0.7102,1.75
365,1,0,1,1,0,0,0.2982,3.6,0.5,33.72,0,23,0,0,1.6,0.8,0.22222,2.2,1.88,1.04,0.28889,1.1,2.04,1.73,0.48056,0.9
366,1,0,2,0,1,0,0.2982,3.4,0.5,33.72,0,23,0,0,1.4,0.8,0.23529,2.18,1.68,1.03,0.30294,1.1,2.02,1.78,0.52353,0.75
367,1,0,3,0,0,1,0.2982,6.9,0.5,8.63,1,40,0,0,2.3,0.7,0.10145,0.8,2.62,0.94,0.13623,0.4,1.84,2.24,0.32464,0.75
368,1,0,3,0,0,1,0.2982,2.1,1,70.53,1,29,0,0,0.8,0.8,0.38095,5.17,1.04,1.04,0.49524,2.58,0.58,1.77,0.84286,0.75
369,1,0,3,0,0,1,0.2982,1.9,1,70.53,1,29,0,0,1.2,0.8,0.42105,5.15,1.46,1.03,0.54211,2.58,0.45,1.79,0.94211,0.75
370,1,0,1,1,0,0,1.8362,9.8,1.5,11.02,0,35,0,0,1.9,0.9,0.09184,0.96,2.38,1.16,0.11837,0.48,1.66,4.38,0.44694,0.75
371,1,0,1,1,0,0,0.2982,12.3,0.5,12.45,0,28,0,1,2.5,0.6,0.04878,1.61,3.11,0.8,0.06504,0.8,3.56,4.38,0.3561,1.25
372,1,0,1,1,0,0,0.2982,6.5,2,21.75,1,39,0,0,2,0.7,0.10769,3.18,2.33,0.92,0.14154,1.59,1.2,2.76,0.42462,1.65
373,1,0,3,0,0,1,0.2982,6.4,2,21.75,1,39,0,0,1.8,0.7,0.10938,3.17,2.26,0.92,0.14375,1.59,1.1,2.49,0.38906,1.65
374,1,0,1,1,0,0,0.2982,9,1,11.96,1,69,1,0,2.2,0.7,0.07778,4.56,2.55,0.92,0.10222,2.28,2.23,1.65,0.18333,1.25
375,1,0,2,0,1,0,0.2982,9.3,1,6.97,0,45,0,0,2.6,0.7,0.07527,5.87,2.93,0.94,0.10108,2.94,1.71,1.32,0.14194,2.1
376,1,0,3,0,0,1,0.2982,8.7,1,6.97,0,45,0,0,2.5,0.7,0.08046,5.81,2.87,0.92,0.10575,2.9,1.43,1.17,0.13448,2.1
377,1,0,1,1,0,0,1.8362,2,1,5.02,1,28,0,0,0.5,0.3,0.15,0.2,0.68,0.44,0.22,0.1,1.39,4.27,2.135,1
378,1,0,1,1,0,0,1.8362,2,1,5.02,1,28,0,0,0.5,0.3,0.15,0.2,0.68,0.44,0.22,0.1,1,1.7,0.85,1.05
379,1,0,2,0,1,0,0.2982,9.2,1,9.34,1,39,0,1,2.3,0.8,0.08696,5.86,2.65,1.03,0.11196,2.93,1.94,2.89,0.31413,3.15
380,1,0,1,1,0,0,0.2982,7.3,1,21.55,0,28,0,0,2.5,0.7,0.09589,4.4,2.83,0.94,0.12877,2.2,1.29,2.11,0.28904,0.75
381,1,0,2,0,1,0,0.2982,7.6,1,21.55,0,28,0,0,2.4,0.7,0.09211,4.42,2.76,0.92,0.12105,2.21,1.33,2.85,0.375,0.75
382,1,0,1,1,0,0,0.2982,5.9,1,18.19,0,36,0,0,1.8,0.8,0.13559,4.26,2.26,1.04,0.17627,2.13,1.77,1.81,0.30678,0.75
383,1,0,3,0,0,1,0.2982,5.9,1,18.19,0,36,0,0,2,0.8,0.13559,4.26,2.33,1.03,0.17458,2.13,1.82,1.7,0.28814,0.75
384,1,0,3,0,0,1,1.8362,1.3,1,21.81,0,29,0,0,0.3,0.6,0.46154,0.13,0.44,0.8,0.61538,0.07,0.1,1.5,1.15385,0.5
385,1,0,1,1,0,0,1.8362,1.3,1,21.81,0,29,0,0,0.7,0.6,0.46154,0.13,0.92,0.81,0.62308,0.07,0.2,1.49,1.14615,0.5
386,1,0,1,1,0,0,1.8362,1.3,1,21.81,0,29,0,0,0.4,0.4,0.30769,0.13,0.63,0.63,0.48462,0.07,0.2,1.29,0.99231,0.5
387,1,0,1,1,0,0,1.8362,1.3,1,21.81,0,29,0,0,0.3,0.6,0.46154,0.13,0.44,0.8,0.61538,0.07,0.2,1.54,1.18462,0.5
388,1,0,3,0,0,1,0.6426,3.1,1.5,10.68,0,28,0,0,1.3,0.4,0.12903,0.3,1.57,0.63,0.20323,0.15,0.83,1.59,0.5129,0.5
389,1,0,1,1,0,0,0.6426,4,1.5,10.68,0,22,0,0,1.5,0.6,0.15,0.39,1.78,0.84,0.21,0.2,1.27,2.6,0.65,1.25
390,1,0,1,1,0,0,1.8362,21.3,1,3.77,1,41,0,0,3.1,0.2,0.00939,2.09,3.52,0.38,0.01784,1.04,2.54,7.47,0.3507,3.6
391,1,0,1,1,0,0,1.8362,21.5,1,3.77,1,41,0,0,3.5,0.2,0.0093,2.11,3.88,0.42,0.01953,1.05,3.47,5.47,0.25442,3.7
392,1,0,1,1,0,0,0.2982,14.8,0.5,7.52,1,41,0,0,4.1,0.5,0.03378,1.45,4.51,0.73,0.04932,0.72,5.18,3.65,0.24662,1.25
393,1,0,3,0,0,1,0.2982,9.6,0.5,9.02,1,36,0,1,2.4,0.8,0.08333,5.9,2.76,1.03,0.10729,2.95,2.66,1.91,0.19896,1.25
394,1,0,3,0,0,1,0.2982,8.4,1,11.67,1,27,0,1,1.5,0.8,0.09524,5.78,1.89,1.04,0.12381,2.89,1.5,1.01,0.12024,1
395,1,0,3,0,0,1,0.2982,8.4,1,11.67,1,27,0,1,1.8,0.8,0.09524,5.78,2.09,1.04,0.12381,2.89,2.4,1.01,0.12024,1.65
396,1,0,3,0,0,1,0.2982,10.6,1,14.55,0,31,0,0,3,0.9,0.08491,6,3.41,1.14,0.10755,3,1.51,1.5,0.14151,1.95
397,1,0,3,0,0,1,0.2982,9,0.5,14.66,0,22,0,1,2.7,0.6,0.06667,1.41,3.09,0.81,0.09,0.71,2.5,2.09,0.23222,1.65
398,1,0,1,1,0,0,1.8362,7.2,1,14.51,0,34,0,0,1.5,0.6,0.08333,1.71,1.89,0.8,0.11111,0.85,3.95,2.81,0.39028,1.25
399,1,0,1,1,0,0,1.8362,1.6,1,14.51,0,34,0,0,1.6,0.4,0.25,0.16,2.02,0.56,0.35,0.08,2.06,3.42,2.1375,1.25
400,1,0,1,1,0,0,1.8362,7.2,1,14.51,0,34,0,0,1.5,0.6,0.08333,1.71,1.89,0.8,0.11111,0.85,3.95,3.33,0.4625,1.25
401,1,0,1,1,0,0,1.8362,7.2,1,14.51,0,34,0,0,1.7,0.6,0.08333,1.21,2,0.81,0.1125,0.6,2.21,1.18,0.16389,2
402,1,0,1,1,0,0,0.6426,2.4,0.7,6.68,1,17,0,0,0.5,0.4,0.16667,0.24,0.68,0.56,0.23333,0.12,1.3,2.14,0.89167,0.5
403,1,0,2,0,1,0,0.2982,8.5,1.5,14.66,1,49,1,0,2.2,0.8,0.09412,4.51,2.74,1.04,0.12235,2.25,2.5,2.7,0.31765,1.65
404,1,0,1,1,0,0,0.2982,2.7,1,11.9,0,64,1,0,0.7,0.4,0.14815,0.26,0.92,0.59,0.21852,0.13,0.74,1.95,0.72222,1
405,1,0,2,0,1,0,0.2982,6.2,0.5,3.56,0,51,1,1,2,0.6,0.09677,3.15,2.3,0.84,0.13548,1.57,3.18,3.1,0.5,1.25
406,1,0,1,1,0,0,0.2982,5.8,0.5,3.56,0,51,1,1,1.8,0.6,0.10345,3.11,2.11,0.81,0.13966,1.55,2.38,2.85,0.49138,1.25
407,1,0,1,1,0,0,0.6426,15.5,1,5.44,1,38,0,0,2.1,0.3,0.01935,1.52,2.62,0.44,0.02839,0.3,5.49,8.26,0.5329,3.75
408,1,0,1,1,0,0,1.8362,13.7,1,9.75,0,41,0,1,2.1,0.4,0.0292,1.34,2.62,0.56,0.04088,0.67,4.72,3.3,0.24088,2.25
409,1,0,1,1,0,0,1.8362,18.2,1,7.88,1,43,0,1,2.7,0.4,0.02198,1.78,3.09,0.59,0.03242,0.89,8.79,6.73,0.36978,3.5
410,1,0,1,1,0,0,0.2982,5.1,0.5,9.29,0,27,0,0,1.4,0.7,0.13725,1.17,1.68,0.92,0.18039,0.59,2,1.38,0.27059,0.5
411,1,0,1,1,0,0,0.2982,5,0.5,9.29,0,27,0,0,1.3,0.7,0.14,1.16,1.65,0.92,0.184,0.58,1.6,1.86,0.372,0.5
412,1,0,1,1,0,0,0.2982,4.1,0.7,11.95,0,27,0,0,1.1,0.6,0.14634,1.07,1.35,0.81,0.19756,0.54,1.51,1.04,0.25366,0.5
413,1,0,1,1,0,0,0.2982,5.7,0.7,11.95,0,24,0,0,1.4,0.5,0.08772,0.73,1.68,0.7,0.12281,0.37,4.58,2.05,0.35965,1.25
414,1,0,1,1,0,0,0.2982,2.2,1,19.02,1,42,0,0,0.5,0.5,0.22727,0.22,0.68,0.68,0.30909,0.11,0.67,2.91,1.32273,0.5
415,1,0,1,1,0,0,1.8362,22.4,1,13.8,0,19,0,0,3.2,0.2,0.00893,2.2,3.96,0.31,0.01384,1.1,8.85,3.62,0.16161,5.65
416,1,0,1,1,0,0,1.8362,10.1,1,1.52,0,26,0,0,2.5,0.5,0.0495,2.11,2.87,0.7,0.06931,1.05,4.76,4.63,0.45842,1.25
417,1,0,1,1,0,0,0.2982,2.9,0.5,19.99,1,34,0,0,1,0.7,0.24138,0.95,1.25,0.94,0.32414,0.48,1.83,0.94,0.32414,0.5
418,1,0,1,1,0,0,0.2982,2.9,0.5,19.99,1,34,0,0,0.9,0.7,0.24138,0.95,1.14,0.92,0.31724,0.48,1.93,1.32,0.45517,0.5
419,1,0,1,1,0,0,0.2982,7.7,2,5.48,1,48,1,1,2.4,0.6,0.07792,0.97,2.76,0.81,0.10519,0.49,4.14,2.92,0.37922,1.5
420,1,0,2,0,1,0,0.2982,7.9,2,5.48,1,48,1,1,2.5,0.6,0.07595,0.99,2.83,0.84,0.10633,0.5,3.87,2.94,0.37215,1.5
421,1,0,1,1,0,0,0.2982,10.1,1,2.7,0,32,0,0,2.5,0.3,0.0297,1.21,2.83,0.52,0.05149,0.6,3.84,2.63,0.2604,1.25
422,1,0,1,1,0,0,0.2982,10.3,1,2.7,0,32,0,0,2.3,0.3,0.02913,1.23,2.65,0.49,0.04757,0.62,3.76,2.13,0.2068,1.25
423,1,0,3,0,0,1,0.2982,9.8,0.7,8.89,1,63,1,1,2.4,0.6,0.06122,1.08,2.72,0.84,0.08571,0.54,3.06,3.59,0.36633,1.25
424,1,0,1,1,0,0,0.2982,10,0.7,8.89,1,63,1,1,2,0.6,0.06,1.1,2.5,0.8,0.08,0.55,2.73,2.69,0.269,1.25
425,1,0,1,1,0,0,0.6426,26.8,1,21.75,1,31,0,0,4,0.4,0.01493,2.63,4.5,0.59,0.02201,1.31,8,3.25,0.12127,5.4
426,1,0,1,1,0,0,0.6426,26.1,1,21.75,1,31,0,0,4.2,0.4,0.01533,2.56,4.61,0.63,0.02414,1.28,8,3.12,0.11954,5.4
427,1,0,1,1,0,0,0.6426,6.2,1,9.28,0,39,0,0,1.4,0.4,0.06452,0.61,1.68,0.59,0.09516,0.3,3.72,2.35,0.37903,2.4
428,1,0,1,1,0,0,1.8362,9.8,1,4.88,0,47,1,0,2.8,0.6,0.06122,0.96,3.14,0.84,0.08571,0.48,3.47,2.85,0.29082,1.25
429,1,0,2,0,1,0,0.6426,5.8,0.5,13.74,0,31,0,0,1.5,0.5,0.08621,0.57,1.78,0.73,0.12586,0.28,1.79,2.93,0.50517,1.25
430,1,0,1,1,0,0,0.6426,4.5,0.5,13.74,0,31,0,0,0.9,0.5,0.11111,0.44,1.16,0.68,0.15111,0.22,1.44,4.08,0.90667,1.5
431,1,0,1,1,0,0,0.2982,6.3,1,8.14,1,27,0,0,1.7,0.6,0.09524,3.16,1.99,0.84,0.13333,1.58,2.34,1.66,0.26349,1.25
432,1,0,1,1,0,0,0.2982,7.6,2,9.08,0,25,0,0,1.8,0.6,0.07895,1.41,2.11,0.81,0.10658,0.71,3.39,1.89,0.24868,2.25
433,1,0,1,1,0,0,1.8362,1,1,5.25,0,60,1,0,0.2,0.2,0.2,0.1,0.42,0.42,0.42,0.05,0.29,2.59,2.59,0.5
434,1,0,1,1,0,0,1.8362,1,1,5.25,0,60,1,0,0.2,0.2,0.2,0.1,0.31,0.31,0.31,0.05,0.29,2.59,2.59,0.5
435,1,0,2,0,1,0,0.2982,9.7,0.5,13.33,0,26,0,0,2.7,0.9,0.09278,4.63,3.09,1.14,0.11753,2.31,1.81,2.57,0.26495,0.75
436,1,0,3,0,0,1,0.2982,5.1,0.5,11.67,1,35,0,0,1.7,0.6,0.11765,2.35,1.99,0.84,0.16471,1.18,1.66,2.52,0.49412,1
437,1,0,1,1,0,0,0.2982,5.8,0.5,11.67,1,35,0,0,1.6,0.6,0.10345,2.42,1.9,0.81,0.13966,1.21,1.92,1.71,0.29483,0.7
438,1,0,1,1,0,0,1.8362,3,0.5,5.03,1,25,0,0,0.7,0.2,0.06667,0.29,0.92,0.38,0.12667,0.14,1.38,4.71,1.57,0.5
439,1,0,2,0,1,0,1.8362,8.7,1,9.72,0,44,0,0,2.2,0.5,0.05747,7.47,2.51,0.73,0.08391,3.73,2.26,2.56,0.29425,1.25
440,1,0,1,1,0,0,0.6426,6.2,1,4.84,0,41,0,0,1.2,0.5,0.08065,0.61,1.53,0.68,0.10968,0.3,4.01,4.9,0.79032,1.75
441,1,0,2,0,1,0,1.8362,10,1,21.75,1,28,0,1,1.9,0.5,0.05,0.98,2.38,0.68,0.068,0.49,4.2,4.92,0.492,4.5
442,1,0,1,1,0,0,1.8362,10.4,1,21.75,1,28,0,1,2,0.5,0.04808,1.02,2.33,0.7,0.06731,0.51,3.62,6.99,0.67212,3.25
443,1,0,1,1,0,0,0.6426,1.8,2,8.59,0,43,0,0,0.4,0.3,0.16667,0.18,0.56,0.44,0.24444,0.09,0.83,3.14,1.74444,0.5
444,1,0,1,1,0,0,0.2982,3.7,0.5,19.15,0,40,0,0,0.9,0.7,0.18919,2.21,1.16,0.92,0.24865,1.11,0.76,2.75,0.74324,0.5
445,1,0,1,1,0,0,0.6426,3.6,0.5,19.15,0,40,0,0,1.1,0.7,0.19444,0.35,1.36,0.94,0.26111,0.17,1.24,3.11,0.86389,0.75
446,1,0,1,1,0,0,1.8362,4.7,0.5,19.15,0,40,0,0,1.2,0.6,0.12766,0.46,1.46,0.81,0.17234,0.23,4.16,2.12,0.45106,1.25
447,1,0,2,0,1,0,0.6426,3.2,1,23.2,0,41,0,0,0.7,0.3,0.09375,0.31,0.92,0.49,0.15313,0.15,1.08,1.91,0.59688,0.5
448,1,0,1,1,0,0,0.6426,20.5,1,9.7,1,30,0,0,2.8,0.4,0.01951,2.01,3.2,0.59,0.02878,1,4.57,5.25,0.2561,2.65
449,1,0,3,0,0,1,0.2982,11.2,1,28.92,0,36,0,1,3.4,0.4,0.03571,1.15,3.85,0.59,0.05268,0.58,3.31,1.69,0.15089,0.75
450,1,0,1,1,0,0,0.2982,11.4,1,28.92,0,36,0,1,3.7,0.4,0.03509,1.17,4.09,0.63,0.05526,0.59,3.45,1.67,0.14649,0.75
451,1,0,1,1,0,0,0.6426,1.5,0.5,8.87,0,59,1,0,0.6,0.4,0.26667,0.15,0.84,0.63,0.42,0.07,0.85,2.47,1.64667,0.5
452,1,0,1,1,0,0,1.8362,8.2,0.5,8.87,1,60,1,0,2.5,0.5,0.06098,0.8,2.83,0.73,0.08902,0.4,2.8,3.08,0.37561,1.25
453,1,0,1,1,0,0,0.2982,8.5,0.5,4.12,0,33,0,0,2.1,0.5,0.05882,2.68,2.44,0.7,0.08235,1.34,3.74,2.07,0.24353,1.25
454,1,0,1,1,0,0,1.8362,12,0.7,35.06,0,26,0,1,2.5,0.5,0.04167,1.18,2.83,0.73,0.06083,0.59,4.81,5.29,0.44083,3
455,1,0,1,1,0,0,1.8362,4.7,1,40.84,1,49,1,0,1.3,0.7,0.14894,0.46,1.65,0.92,0.19574,0.23,1.38,2.06,0.4383,0.75
456,1,0,2,0,1,0,0.2982,5.5,1,40.84,0,51,1,0,1.6,0.7,0.12727,3.08,2.02,0.92,0.16727,1.54,2.11,2.15,0.39091,0.75
457,1,0,1,1,0,0,0.2982,5.7,0.5,16.54,1,24,0,0,1.9,0.7,0.12281,2.7,2.22,0.92,0.1614,1.35,2.21,2.72,0.47719,1.25
458,1,0,3,0,0,1,0.2982,5.6,0.5,16.54,1,24,0,0,1.9,0.7,0.125,2.69,2.2,0.94,0.16786,1.35,2.32,2.43,0.43393,1.25
459,1,0,1,1,0,0,0.2982,2.7,1,33.11,0,30,0,0,0.9,0.7,0.25926,2.11,1.14,0.92,0.34074,1.06,0.62,3.57,1.32222,0.75
460,1,0,1,1,0,0,0.2982,4.2,0.5,29.61,1,25,0,0,1.2,0.8,0.19048,1.16,1.53,1.04,0.24762,0.58,2.07,1.06,0.25238,0.75
461,1,0,3,0,0,1,0.2982,4.3,0.5,28.54,1,80,1,0,1.3,0.7,0.16279,3.35,1.65,0.92,0.21395,1.68,1.94,0.99,0.23023,0.75
462,1,0,3,0,0,1,0.2982,4.6,0.5,28.54,1,80,1,0,1.5,0.7,0.15217,3.38,1.79,0.92,0.2,1.7,1.94,1.04,0.22609,0.75
463,1,0,1,1,0,0,1.8362,5.8,1,9.83,1,57,1,0,1.3,0.5,0.08621,0.57,1.57,0.7,0.12069,0.28,2.1,4.02,0.6931,2
464,1,0,3,0,0,1,0.2982,5.3,0.5,39.28,0,30,0,0,1.8,0.9,0.16981,4.2,2.11,1.14,0.21509,2.1,1.51,1.98,0.37358,0.75
465,1,0,1,1,0,0,0.2982,5.1,0.5,39.28,0,30,0,0,1.8,0.7,0.13725,1.17,2.09,0.94,0.18431,0.59,2.03,2.39,0.46863,0.75
466,1,0,1,1,0,0,0.2982,6.6,0.5,39.28,1,33,0,0,2,0.6,0.09091,0.65,2.33,0.81,0.12273,0.33,2,2.65,0.40152,0.75
467,1,0,1,1,0,0,0.2982,7.3,0.5,39.28,1,33,0,0,2.2,0.6,0.08219,0.72,2.51,0.84,0.11507,0.36,1.94,2.79,0.38219,0.75
468,1,0,1,1,0,0,1.8362,13.3,1,15.39,0,38,0,0,3.8,0.3,0.02256,1.3,4.19,0.52,0.0391,0.65,4.78,4.84,0.36391,3.5
469,1,0,1,1,0,0,0.6426,1,1,25.58,0,38,0,0,0.4,0.6,0.6,0.1,0.59,0.81,0.81,0.05,0.64,1.93,1.93,1
